Reference Number,Grid Ref: Easting,Grid Ref: Northing,Number of Vehicles,Number of Casualties,Accident Date,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty,Type of Vehicle
14M1121,428919,431655,5,2,22/04/2014,1713,1,2,1,2,1,3,1,19,9
14M1121,428919,431655,5,2,22/04/2014,1713,1,2,1,2,1,3,2,38,9
14Q0907,431860,425713,5,1,26/04/2014,1424,6,1,1,1,2,3,1,24,16
1521288,422565,437137,5,1,02/05/2014,1745,3,1,1,1,1,3,1,60,9
1590799,422586,437160,5,2,09/05/2014,1350,3,1,1,1,1,3,1,45,9
1590799,422586,437160,5,2,09/05/2014,1350,3,1,1,1,1,3,1,41,19
16T0280,431574,435204,5,1,29/06/2014,1,6,1,4,1,1,3,1,71,9
17U0796,430942,433310,5,1,30/07/2014,1345,6,1,1,1,1,3,2,27,9
18N0678,427188,433582,5,1,23/08/2014,1125,6,1,1,1,2,3,2,25,9
1C40188,439923,428815,5,3,04/12/2014,736,6,2,6,1,1,1,1,17,9
